Time: 1781214122 | Branch: 0 | Thread: 0 | Acc: 1003 | WITHDRAW | Amount: 24 | New Balance: 8726
Time: 1781214122 | Branch: 1 | Thread: 2 | Acc: 1002 | DEPOSIT | Amount: 258 | New Balance: 4042
Time: 1781214122 | Branch: 2 | Thread: 3 | Acc: 1002 | WITHDRAW | Amount: 188 | New Balance: 1447
Time: 1781214122 | Branch: 0 | Thread: 2 | Acc: 1004 | WITHDRAW | Amount: 327 | New Balance: 860
Time: 1781214122 | Branch: 2 | Thread: 1 | Acc: 1002 | WITHDRAW | Amount: 385 | New Balance: 1062
Time: 1781214122 | Branch: 1 | Thread: 1 | Acc: 1002 | DEPOSIT | Amount: 444 | New Balance: 4486
Time: 1781214122 | Branch: 2 | Thread: 0 | Acc: 1005 | DEPOSIT | Amount: 287 | New Balance: 10105
Time: 1781214122 | Branch: 0 | Thread: 1 | Acc: 1004 | WITHDRAW | Amount: 69 | New Balance: 791
Time: 1781214122 | Branch: 0 | Thread: 0 | Acc: 1005 | DEPOSIT | Amount: 409 | New Balance: 10541
Time: 1781214122 | Branch: 0 | Thread: 4 | Acc: 1005 | DEPOSIT | Amount: 272 | New Balance: 10813
Time: 1781214122 | Branch: 1 | Thread: 4 | Acc: 1003 | WITHDRAW | Amount: 203 | New Balance: 8969
Time: 1781214122 | Branch: 2 | Thread: 2 | Acc: 1003 | DEPOSIT | Amount: 403 | New Balance: 9018
Time: 1781214122 | Branch: 1 | Thread: 3 | Acc: 1003 | DEPOSIT | Amount: 333 | New Balance: 9302
Time: 1781214122 | Branch: 1 | Thread: 0 | Acc: 1003 | DEPOSIT | Amount: 273 | New Balance: 9575
Time: 1781214122 | Branch: 2 | Thread: 4 | Acc: 1002 | DEPOSIT | Amount: 58 | New Balance: 1120
Time: 1781214122 | Branch: 0 | Thread: 3 | Acc: 1004 | DEPOSIT | Amount: 276 | New Balance: 1067
Time: 1781214122 | Branch: 1 | Thread: 2 | Acc: 1001 | WITHDRAW | Amount: 4 | New Balance: 4139
Time: 1781214122 | Branch: 2 | Thread: 3 | Acc: 1005 | DEPOSIT | Amount: 50 | New Balance: 10155
Time: 1781214122 | Branch: 0 | Thread: 2 | Acc: 1003 | DEPOSIT | Amount: 129 | New Balance: 8357
Time: 1781214122 | Branch: 1 | Thread: 1 | Acc: 1002 | WITHDRAW | Amount: 348 | New Balance: 4138
Time: 1781214122 | Branch: 2 | Thread: 1 | Acc: 1001 | WITHDRAW | Amount: 343 | New Balance: 3201
Time: 1781214122 | Branch: 2 | Thread: 0 | Acc: 1001 | WITHDRAW | Amount: 148 | New Balance: 3053
Time: 1781214122 | Branch: 0 | Thread: 1 | Acc: 1002 | DEPOSIT | Amount: 173 | New Balance: 2616
Time: 1781214122 | Branch: 0 | Thread: 0 | Acc: 1003 | WITHDRAW | Amount: 15 | New Balance: 8342
Time: 1781214122 | Branch: 0 | Thread: 4 | Acc: 1003 | WITHDRAW | Amount: 384 | New Balance: 7958
Time: 1781214122 | Branch: 1 | Thread: 4 | Acc: 1005 | DEPOSIT | Amount: 259 | New Balance: 10124
Time: 1781214122 | Branch: 2 | Thread: 2 | Acc: 1005 | DEPOSIT | Amount: 58 | New Balance: 10213
Time: 1781214122 | Branch: 1 | Thread: 3 | Acc: 1002 | WITHDRAW | Amount: 175 | New Balance: 3963
Time: 1781214122 | Branch: 1 | Thread: 0 | Acc: 1003 | WITHDRAW | Amount: 360 | New Balance: 9215
Time: 1781214122 | Branch: 2 | Thread: 4 | Acc: 1003 | WITHDRAW | Amount: 158 | New Balance: 8860
Time: 1781214122 | Branch: 2 | Thread: 3 | Acc: 1003 | DEPOSIT | Amount: 147 | New Balance: 9007
Time: 1781214122 | Branch: 1 | Thread: 1 | Acc: 1002 | DEPOSIT | Amount: 55 | New Balance: 4018
Time: 1781214122 | Branch: 0 | Thread: 2 | Acc: 1003 | DEPOSIT | Amount: 8 | New Balance: 7966
Time: 1781214122 | Branch: 2 | Thread: 1 | Acc: 1005 | DEPOSIT | Amount: 447 | New Balance: 10660
Time: 1781214122 | Branch: 0 | Thread: 3 | Acc: 1005 | DEPOSIT | Amount: 449 | New Balance: 11262
Time: 1781214122 | Branch: 1 | Thread: 2 | Acc: 1005 | WITHDRAW | Amount: 459 | New Balance: 9665
Time: 1781214122 | Branch: 2 | Thread: 0 | Acc: 1002 | DEPOSIT | Amount: 459 | New Balance: 1579
Time: 1781214122 | Branch: 0 | Thread: 0 | Acc: 1003 | DEPOSIT | Amount: 373 | New Balance: 8339
Time: 1781214122 | Branch: 0 | Thread: 1 | Acc: 1004 | WITHDRAW | Amount: 32 | New Balance: 1035
Time: 1781214122 | Branch: 2 | Thread: 3 | Acc: 1001 | DEPOSIT | Amount: 500 | New Balance: 3553
Time: 1781214122 | Branch: 0 | Thread: 4 | Acc: 1002 | WITHDRAW | Amount: 34 | New Balance: 2582
Time: 1781214122 | Branch: 1 | Thread: 4 | Acc: 1005 | DEPOSIT | Amount: 485 | New Balance: 10150
Time: 1781214122 | Branch: 2 | Thread: 2 | Acc: 1004 | DEPOSIT | Amount: 111 | New Balance: 3378
Time: 1781214122 | Branch: 1 | Thread: 3 | Acc: 1005 | WITHDRAW | Amount: 48 | New Balance: 10102
Time: 1781214122 | Branch: 1 | Thread: 0 | Acc: 1003 | DEPOSIT | Amount: 90 | New Balance: 9305
Time: 1781214122 | Branch: 0 | Thread: 3 | Acc: 1002 | DEPOSIT | Amount: 222 | New Balance: 2804
Time: 1781214122 | Branch: 2 | Thread: 4 | Acc: 1005 | WITHDRAW | Amount: 84 | New Balance: 10576
Time: 1781214122 | Branch: 1 | Thread: 1 | Acc: 1004 | DEPOSIT | Amount: 465 | New Balance: 2864
Time: 1781214122 | Branch: 0 | Thread: 2 | Acc: 1002 | DEPOSIT | Amount: 233 | New Balance: 3037
Time: 1781214122 | Branch: 2 | Thread: 1 | Acc: 1003 | WITHDRAW | Amount: 482 | New Balance: 8525
Time: 1781214122 | Branch: 1 | Thread: 2 | Acc: 1002 | WITHDRAW | Amount: 184 | New Balance: 3834
Time: 1781214122 | Branch: 2 | Thread: 4 | Acc: 1005 | DEPOSIT | Amount: 354 | New Balance: 10930
Time: 1781214122 | Branch: 2 | Thread: 0 | Acc: 1004 | WITHDRAW | Amount: 465 | New Balance: 2913
Time: 1781214122 | Branch: 0 | Thread: 1 | Acc: 1005 | WITHDRAW | Amount: 146 | New Balance: 11116
Time: 1781214122 | Branch: 2 | Thread: 3 | Acc: 1003 | DEPOSIT | Amount: 187 | New Balance: 8712
Time: 1781214122 | Branch: 0 | Thread: 4 | Acc: 1003 | DEPOSIT | Amount: 328 | New Balance: 8667
Time: 1781214122 | Branch: 1 | Thread: 4 | Acc: 1001 | WITHDRAW | Amount: 427 | New Balance: 3712
Time: 1781214122 | Branch: 2 | Thread: 2 | Acc: 1003 | DEPOSIT | Amount: 466 | New Balance: 9178
Time: 1781214122 | Branch: 1 | Thread: 3 | Acc: 1004 | WITHDRAW | Amount: 149 | New Balance: 2715
Time: 1781214122 | Branch: 1 | Thread: 0 | Acc: 1002 | WITHDRAW | Amount: 340 | New Balance: 3494
Time: 1781214122 | Branch: 0 | Thread: 3 | Acc: 1004 | DEPOSIT | Amount: 253 | New Balance: 1288
Time: 1781214122 | Branch: 1 | Thread: 2 | Acc: 1004 | WITHDRAW | Amount: 499 | New Balance: 2216
Time: 1781214122 | Branch: 2 | Thread: 4 | Acc: 1004 | DEPOSIT | Amount: 21 | New Balance: 2934
Time: 1781214122 | Branch: 0 | Thread: 2 | Acc: 1005 | DEPOSIT | Amount: 456 | New Balance: 11572
Time: 1781214122 | Branch: 2 | Thread: 1 | Acc: 1003 | WITHDRAW | Amount: 432 | New Balance: 8746
Time: 1781214122 | Branch: 0 | Thread: 4 | Acc: 1001 | DEPOSIT | Amount: 87 | New Balance: 4617
Time: 1781214122 | Branch: 2 | Thread: 0 | Acc: 1001 | DEPOSIT | Amount: 383 | New Balance: 3936
Time: 1781214122 | Branch: 1 | Thread: 4 | Acc: 1005 | WITHDRAW | Amount: 54 | New Balance: 10048
Time: 1781214122 | Branch: 1 | Thread: 3 | Acc: 1004 | WITHDRAW | Amount: 220 | New Balance: 1996
